episode_idx,task_family,no_workflow_id,mem_workflow_id,no_trace_file,mem_trace_file,no_agent_sequence,mem_agent_sequence,no_retrieve_memory_events,mem_retrieve_memory_events,no_selected_memories,mem_selected_memories,no_memory_refs,mem_memory_refs,no_support_only_count,mem_support_only_count,no_changed_agent_selection_count,mem_changed_agent_selection_count,no_changed_ordering_count,mem_changed_ordering_count,no_changed_recovery_count,mem_changed_recovery_count,no_decisions_full,mem_decisions_full,no_decisions_effective,mem_decisions_effective,decision_diff_full_count,decision_diff_full_summary,decision_diff_effective_count,decision_diff_effective_summary,memory_changed_scheduling_decisions,no_agent_call_count,mem_agent_call_count,no_retry_count,mem_retry_count,no_replan_count,mem_replan_count,no_total_cost,mem_total_cost,no_avg_cost,mem_avg_cost,no_total_latency_sec,mem_total_latency_sec,no_avg_latency_sec,mem_avg_latency_sec
78,debugging,517a67c5-6a73-44ee-8913-ebf2abbd0f36,253cac98-2fca-4ef1-ae8c-0d1fa9dec56b,experiments\stabilization_sprint_20260508\traces\mas_no_memory\517a67c5-6a73-44ee-8913-ebf2abbd0f36.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\253cac98-2fca-4ef1-ae8c-0d1fa9dec56b.jsonl,writer|writer|writer|writer|critic|critic|critic|writer,researcher|researcher|critic|critic|writer,0,7,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,0,4,0,3,0,0,0,0,call_agent:writer|retry|call_agent:writer|call_agent:writer|retry|call_agent:writer|call_agent:critic|retry|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:writer|retry|call_agent:writer|call_agent:writer|retry|call_agent:writer|call_agent:critic|retry|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,call_agent:researcher|retry|call_agent:researcher|call_agent:critic|call_agent:critic|call_agent:writer|finalize,13,0:call_agent:writer != retrieve_memory:1; 1:retry != call_agent:researcher; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:writer != retry; 4:retry != retrieve_memory:1; 5:call_agent:writer != call_agent:researcher; 6:call_agent:critic != retrieve_memory:1; 7:retry != call_agent:critic; ...,11,0:call_agent:writer != call_agent:researcher; 2:call_agent:writer != call_agent:researcher; 3:call_agent:writer != call_agent:critic; 4:retry != call_agent:critic; 6:call_agent:critic != finalize; 7:retry != <none>; 8:call_agent:critic != <none>; 9:retry != <none>; ...,True,8,5,4,1,0,0,0.0,0.0,0.0,0.0,1.973,1.125,0.246625,0.225
79,content_creation,533689e5-6a49-46ac-9bc6-7aa03293f645,f5e39733-bb07-4a04-b9ba-e9e86bf5350b,experiments\stabilization_sprint_20260508\traces\mas_no_memory\533689e5-6a49-46ac-9bc6-7aa03293f645.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\f5e39733-bb07-4a04-b9ba-e9e86bf5350b.jsonl,planner|researcher|writer|critic,planner|researcher|writer|critic,0,5,,1cab6efa-dfa3-4688-a775-5819a128ec8a,,1cab6efa-dfa3-4688-a775-5819a128ec8a,0,5,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,10,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:critic != call_agent:researcher; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:writer; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:critic; ...,0,,False,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.696,0.703,0.174,0.17575
80,data_analysis,a7b92569-c7b2-4bd8-9eb7-12008394ef67,93900397-1e50-4ce5-b798-9049bafc278e,experiments\stabilization_sprint_20260508\traces\mas_no_memory\a7b92569-c7b2-4bd8-9eb7-12008394ef67.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\93900397-1e50-4ce5-b798-9049bafc278e.jsonl,planner|planner|researcher|writer|critic,planner|researcher|writer|critic,0,5,,ab3b13ed-4068-4035-9fac-a75a65569305,,ab3b13ed-4068-4035-9fac-a75a65569305,0,5,0,0,0,0,0,0,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,9,0:call_agent:planner != retrieve_memory:1; 1:retry != call_agent:planner; 2:call_agent:planner != retrieve_memory:1; 4:call_agent:writer != retrieve_memory:1; 5:call_agent:critic != call_agent:writer; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:critic; 8:<none> != retrieve_memory:1; ...,6,1:retry != call_agent:researcher; 2:call_agent:planner != call_agent:writer; 3:call_agent:researcher != call_agent:critic; 4:call_agent:writer != finalize; 5:call_agent:critic != <none>; 6:finalize != <none>,True,5,4,1,0,0,0,0.0,0.0,0.0,0.0,0.8,0.926,0.16,0.2315
81,dynamic_recovery,ac96748e-cece-4abd-bddc-6d47f820d97e,9545018a-58df-4eac-8429-cd950db29e7c,experiments\stabilization_sprint_20260508\traces\mas_no_memory\ac96748e-cece-4abd-bddc-6d47f820d97e.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\9545018a-58df-4eac-8429-cd950db29e7c.jsonl,writer|writer|recovery|recovery,writer|writer|writer|recovery|recovery|recovery,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|retry|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|retry|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|finalize,7,2:call_agent:recovery != retry; 3:call_agent:recovery != call_agent:writer; 4:finalize != call_agent:recovery; 5:<none> != retry; 6:<none> != call_agent:recovery; 7:<none> != call_agent:recovery; 8:<none> != finalize,7,2:call_agent:recovery != retry; 3:call_agent:recovery != call_agent:writer; 4:finalize != call_agent:recovery; 5:<none> != retry; 6:<none> != call_agent:recovery; 7:<none> != call_agent:recovery; 8:<none> != finalize,True,4,6,0,2,0,0,0.0,0.0,0.0,0.0,0.579,1.302,0.14475,0.217
82,dynamic_recovery,20182b5b-bef3-478a-bf8a-f1403f7b0fbf,6d8dafc2-870f-4ff3-82b2-022a92828053,experiments\stabilization_sprint_20260508\traces\mas_no_memory\20182b5b-bef3-478a-bf8a-f1403f7b0fbf.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\6d8dafc2-870f-4ff3-82b2-022a92828053.jsonl,writer|writer|recovery|recovery,writer|writer|recovery|recovery|recovery|recovery,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|finalize,5,4:finalize != retry; 5:<none> != call_agent:recovery; 6:<none> != retry; 7:<none> != call_agent:recovery; 8:<none> != finalize,5,4:finalize != retry; 5:<none> != call_agent:recovery; 6:<none> != retry; 7:<none> != call_agent:recovery; 8:<none> != finalize,True,4,6,0,2,0,0,0.0,0.0,0.0,0.0,0.845,1.846,0.21125,0.307667
83,troubleshooting,afede3de-c870-43d2-9f66-78a269813b79,e556e886-fea7-465f-bd7f-a6a5d398abeb,experiments\stabilization_sprint_20260508\traces\mas_no_memory\afede3de-c870-43d2-9f66-78a269813b79.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\e556e886-fea7-465f-bd7f-a6a5d398abeb.jsonl,planner|researcher|writer|writer,planner|researcher|writer|writer,0,5,,966b7962-dc64-48f9-bab5-effd232e2bc6,,966b7962-dc64-48f9-bab5-effd232e2bc6,0,5,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,10,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:writer != call_agent:researcher; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:writer; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:writer; ...,0,,False,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.812,0.65,0.203,0.1625
84,content_creation,b3beb49c-256f-4f49-9d0d-c3318827c26e,bfbc7ec9-52bf-402b-94d1-a0b1bc741724,experiments\stabilization_sprint_20260508\traces\mas_no_memory\b3beb49c-256f-4f49-9d0d-c3318827c26e.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\bfbc7ec9-52bf-402b-94d1-a0b1bc741724.jsonl,planner|planner|researcher|researcher|writer|critic,planner|researcher|writer|critic|critic,0,7,,185cc9ef-55d0-4d0c-926e-5a3ed7d2f593,,185cc9ef-55d0-4d0c-926e-5a3ed7d2f593,0,7,0,0,0,0,0,0,call_agent:planner|retry|call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|retry|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|retry|call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|retry|call_agent:critic|finalize,12,0:call_agent:planner != retrieve_memory:1; 1:retry != call_agent:planner; 2:call_agent:planner != retrieve_memory:1; 4:retry != retrieve_memory:1; 5:call_agent:researcher != call_agent:writer; 6:call_agent:writer != retrieve_memory:1; 8:finalize != retrieve_memory:1; 9:<none> != retry; ...,7,1:retry != call_agent:researcher; 2:call_agent:planner != call_agent:writer; 3:call_agent:researcher != call_agent:critic; 5:call_agent:researcher != call_agent:critic; 6:call_agent:writer != finalize; 7:call_agent:critic != <none>; 8:finalize != <none>,True,6,5,2,1,0,0,0.0,0.0,0.0,0.0,1.239,0.94,0.2065,0.188
85,data_analysis,86d383ae-466d-43fc-8361-29f77a960335,f2cff122-f12b-479c-97a9-0cae6708e73d,experiments\stabilization_sprint_20260508\traces\mas_no_memory\86d383ae-466d-43fc-8361-29f77a960335.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\f2cff122-f12b-479c-97a9-0cae6708e73d.jsonl,planner|researcher|writer|critic,planner|planner|researcher|writer|writer|critic|critic|critic,0,13,,ab3b13ed-4068-4035-9fac-a75a65569305,,ab3b13ed-4068-4035-9fac-a75a65569305,0,13,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|retry|retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|retry|retrieve_memory:1|call_agent:critic|retrieve_memory:1|retry|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|retry|call_agent:critic|retry|call_agent:critic|finalize,26,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:critic != retry; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:planner; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:researcher; ...,12,1:call_agent:researcher != retry; 2:call_agent:writer != call_agent:planner; 3:call_agent:critic != call_agent:researcher; 4:finalize != call_agent:writer; 5:<none> != retry; 6:<none> != call_agent:writer; 7:<none> != call_agent:critic; 8:<none> != retry; ...,True,4,8,0,4,0,0,0.0,0.0,0.0,0.0,0.632,2.228,0.158,0.2785
86,troubleshooting,d277b28f-befd-41e0-8e21-e6df5a94ca70,46108c69-20d2-46d0-80e6-e3f3ec16cd75,experiments\stabilization_sprint_20260508\traces\mas_no_memory\d277b28f-befd-41e0-8e21-e6df5a94ca70.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\46108c69-20d2-46d0-80e6-e3f3ec16cd75.jsonl,planner|researcher|writer|writer,planner|researcher|researcher|researcher|writer|writer|writer,0,11,,966b7962-dc64-48f9-bab5-effd232e2bc6,,966b7962-dc64-48f9-bab5-effd232e2bc6,0,11,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:writer|finalize,22,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:writer != call_agent:researcher; 4:finalize != retrieve_memory:1; 5:<none> != retry; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:researcher; ...,9,2:call_agent:writer != retry; 3:call_agent:writer != call_agent:researcher; 4:finalize != retry; 5:<none> != call_agent:researcher; 6:<none> != call_agent:writer; 7:<none> != retry; 8:<none> != call_agent:writer; 9:<none> != call_agent:writer; ...,True,4,7,0,3,0,0,0.0,0.0,0.0,0.0,0.65,1.697,0.1625,0.242429
87,code_review,f113a058-a625-4477-b27c-4a6b8a7911c9,c2a1f3de-2a4f-4156-958e-744347850ac8,experiments\stabilization_sprint_20260508\traces\mas_no_memory\f113a058-a625-4477-b27c-4a6b8a7911c9.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\c2a1f3de-2a4f-4156-958e-744347850ac8.jsonl,planner|researcher|writer|critic|critic,planner|researcher|writer|critic|critic,0,7,,725a3f81-1a5b-47fb-b00f-4b958aace7b8,,725a3f81-1a5b-47fb-b00f-4b958aace7b8,0,7,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|retry|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|retry|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|retry|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|retry|call_agent:critic|finalize,14,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:critic != call_agent:researcher; 4:retry != retrieve_memory:1; 5:call_agent:critic != call_agent:writer; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:critic; ...,0,,False,5,5,1,1,0,0,0.0,0.0,0.0,0.0,0.94,1.072,0.188,0.2144
88,dynamic_recovery,7614f23d-86c4-4174-85b7-c8ae25e14493,62ccf3a2-57ef-40cf-bb6b-6868ed9372e9,experiments\stabilization_sprint_20260508\traces\mas_no_memory\7614f23d-86c4-4174-85b7-c8ae25e14493.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\62ccf3a2-57ef-40cf-bb6b-6868ed9372e9.jsonl,writer|writer|writer|recovery|recovery|recovery|recovery|recovery,writer|writer|recovery|recovery|recovery|recovery|recovery|recovery|recovery|recovery,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|retry|call_agent:writer|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|call_recovery_agent:recovery|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|call_recovery_agent:recovery|finalize,call_agent:writer|retry|call_agent:writer|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|call_recovery_agent:recovery|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|call_recovery_agent:recovery|finalize,11,1:retry != call_agent:writer; 2:call_agent:writer != call_agent:recovery; 3:call_agent:writer != retry; 7:call_agent:recovery != call_recovery_agent:recovery; 8:retry != call_agent:recovery; 9:call_agent:recovery != retry; 10:retry != call_agent:recovery; 11:call_agent:recovery != retry; ...,11,1:retry != call_agent:writer; 2:call_agent:writer != call_agent:recovery; 3:call_agent:writer != retry; 7:call_agent:recovery != call_recovery_agent:recovery; 8:retry != call_agent:recovery; 9:call_agent:recovery != retry; 10:retry != call_agent:recovery; 11:call_agent:recovery != retry; ...,True,8,10,4,4,0,0,0.0,0.0,0.0,0.0,2.178,2.365,0.27225,0.2365
89,multi_source_conflict,a0b56b8d-503c-4aa4-aa2d-9fb50bc2c0cb,f6729f9b-a27e-48c0-bb56-12ff0736db45,experiments\stabilization_sprint_20260508\traces\mas_no_memory\a0b56b8d-503c-4aa4-aa2d-9fb50bc2c0cb.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\f6729f9b-a27e-48c0-bb56-12ff0736db45.jsonl,writer|researcher|critic|writer,writer|researcher|researcher|researcher|recovery|critic|writer,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_recovery_agent:recovery|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_recovery_agent:recovery|call_agent:critic|call_agent:writer|finalize,8,2:call_agent:critic != retry; 3:call_agent:writer != call_agent:researcher; 4:finalize != retry; 5:<none> != call_agent:researcher; 6:<none> != call_recovery_agent:recovery; 7:<none> != call_agent:critic; 8:<none> != call_agent:writer; 9:<none> != finalize,8,2:call_agent:critic != retry; 3:call_agent:writer != call_agent:researcher; 4:finalize != retry; 5:<none> != call_agent:researcher; 6:<none> != call_recovery_agent:recovery; 7:<none> != call_agent:critic; 8:<none> != call_agent:writer; 9:<none> != finalize,True,4,7,0,2,0,0,0.0,0.0,0.0,0.0,0.704,1.327,0.176,0.189571
90,form_submission,feda82e1-45f2-4fd2-8bdd-75c8d0871cfd,c2ae3c8e-2325-4d84-92d3-4fa3248dfecd,experiments\stabilization_sprint_20260508\traces\mas_no_memory\feda82e1-45f2-4fd2-8bdd-75c8d0871cfd.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\c2ae3c8e-2325-4d84-92d3-4fa3248dfecd.jsonl,writer|writer|researcher|critic|writer,writer|researcher|researcher|critic|writer,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|retry|call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|retry|call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,2,1:retry != call_agent:researcher; 2:call_agent:writer != retry,2,1:retry != call_agent:researcher; 2:call_agent:writer != retry,True,5,5,1,1,0,0,0.0,0.0,0.0,0.0,1.055,1.094,0.211,0.2188
91,dynamic_recovery,7c95be4c-0435-4eb9-a768-e0ba816eee85,c2774bed-c6e3-4712-b970-ca1cc26daef3,experiments\stabilization_sprint_20260508\traces\mas_no_memory\7c95be4c-0435-4eb9-a768-e0ba816eee85.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\c2774bed-c6e3-4712-b970-ca1cc26daef3.jsonl,writer|writer|writer|recovery|recovery,writer|writer|recovery|recovery|recovery|recovery,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|retry|call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|retry|call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|retry|call_agent:recovery|retry|call_agent:recovery|call_agent:recovery|finalize,7,1:retry != call_agent:writer; 2:call_agent:writer != call_agent:recovery; 3:call_agent:writer != retry; 5:call_agent:recovery != retry; 6:finalize != call_agent:recovery; 7:<none> != call_agent:recovery; 8:<none> != finalize,7,1:retry != call_agent:writer; 2:call_agent:writer != call_agent:recovery; 3:call_agent:writer != retry; 5:call_agent:recovery != retry; 6:finalize != call_agent:recovery; 7:<none> != call_agent:recovery; 8:<none> != finalize,True,5,6,1,2,0,0,0.0,0.0,0.0,0.0,0.689,1.28,0.1378,0.213333
92,multi_source_conflict,6c8ce703-f9c2-4927-979d-a54aeea09e54,94415733-16a8-4136-a668-e612ceacd587,experiments\stabilization_sprint_20260508\traces\mas_no_memory\6c8ce703-f9c2-4927-979d-a54aeea09e54.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\94415733-16a8-4136-a668-e612ceacd587.jsonl,writer|writer|writer|recovery|researcher|researcher|researcher|recovery|critic|writer,writer|researcher|critic|writer,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|call_recovery_agent:recovery|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_recovery_agent:recovery|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|call_recovery_agent:recovery|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_recovery_agent:recovery|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,14,1:retry != call_agent:researcher; 2:call_agent:writer != call_agent:critic; 3:retry != call_agent:writer; 4:call_agent:writer != finalize; 5:call_recovery_agent:recovery != <none>; 6:call_agent:researcher != <none>; 7:retry != <none>; 8:call_agent:researcher != <none>; ...,14,1:retry != call_agent:researcher; 2:call_agent:writer != call_agent:critic; 3:retry != call_agent:writer; 4:call_agent:writer != finalize; 5:call_recovery_agent:recovery != <none>; 6:call_agent:researcher != <none>; 7:retry != <none>; 8:call_agent:researcher != <none>; ...,True,10,4,4,0,0,0,0.0,0.0,0.0,0.0,2.362,0.681,0.2362,0.17025
93,evidence_based_writing,7fd29239-85e0-4b10-ac9f-821127ed03cc,fb350e25-a9cd-441d-8264-5af615343176,experiments\stabilization_sprint_20260508\traces\mas_no_memory\7fd29239-85e0-4b10-ac9f-821127ed03cc.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\fb350e25-a9cd-441d-8264-5af615343176.jsonl,writer|researcher|researcher|researcher|researcher,writer|writer|writer|researcher|researcher|researcher|researcher|researcher|recovery|researcher,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_recovery_agent:recovery|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_recovery_agent:recovery|call_agent:researcher|finalize,14,1:call_agent:researcher != retry; 2:retry != call_agent:writer; 3:call_agent:researcher != retry; 4:call_agent:researcher != call_agent:writer; 6:finalize != retry; 7:<none> != call_agent:researcher; 8:<none> != call_agent:researcher; 9:<none> != retry; ...,14,1:call_agent:researcher != retry; 2:retry != call_agent:writer; 3:call_agent:researcher != retry; 4:call_agent:researcher != call_agent:writer; 6:finalize != retry; 7:<none> != call_agent:researcher; 8:<none> != call_agent:researcher; 9:<none> != retry; ...,True,5,10,1,5,0,0,0.0,0.0,0.0,0.0,1.049,2.577,0.2098,0.2577
94,evidence_based_writing,f0c434f9-a355-4ddc-94f8-583dd3e13b1a,b1f82738-1701-41a4-8297-9c979e8f2d7c,experiments\stabilization_sprint_20260508\traces\mas_no_memory\f0c434f9-a355-4ddc-94f8-583dd3e13b1a.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\b1f82738-1701-41a4-8297-9c979e8f2d7c.jsonl,writer|researcher|researcher|researcher|researcher|researcher,writer|researcher|researcher|researcher|researcher,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,3,6:retry != finalize; 7:call_agent:researcher != <none>; 8:finalize != <none>,3,6:retry != finalize; 7:call_agent:researcher != <none>; 8:finalize != <none>,True,6,5,2,1,0,0,0.0,0.0,0.0,0.0,1.684,1.041,0.280667,0.2082
